time,cx,cy,px,py,theta,v,omega
1774377079.2171059,652,629,1803,243,1.2472223829108229,32.372948858461584,0.3524698777864329
1774377079.253762,651,629,1816,256,1.2609376626735191,-27.280558319837134,0.37416048943911745
1774377079.2780402,651,630,1831,268,1.2731313240123048,0.0,0.5022480853178232
1774377079.318474,652,629,1802,246,1.2493066646438353,24.73173262889759,-0.5892251054755465
1774377079.350515,651,629,1784,237,1.2377036051400148,-31.210173451696196,-0.3621334996845919
1774377079.385704,651,630,1818,252,1.2575529144219821,0.0,0.5640746732156652
1774377079.416706,651,629,1802,616,1.5595022805265375,0.0,9.739659730295626
1774377079.453558,651,629,1884,287,1.3002259824627818,0.0,-7.035632304707333
1774377079.479028,651,630,1900,275,1.2938718917191856,0.0,-0.24947334733291862
1774377079.518463,651,629,1891,279,1.2956949511277136,0.0,0.04622958228695327
1774377079.55073,651,629,1907,288,1.3056899069021888,0.0,0.3097569269880177
1774377079.586266,651,630,1824,205,1.2231894670389947,0.0,-2.3215984335349753
1774377079.616506,651,630,1892,257,1.2788221253116823,0.0,1.8397007247450776
1774377079.659456,651,629,1871,218,1.24585246465764,0.0,-0.7676304063942473
1774377079.719777,651,630,1910,238,1.2689519936940472,0.0,0.3829428154997667
1774377079.7477791,651,628,1839,205,1.2287325397037197,0.0,-1.4363052622793455
1774377079.78602,651,628,1804,192,1.2092721503802617,0.0,-0.5088892900042207
1774377079.817201,651,630,1885,309,1.316306822429831,0.0,3.4327044479836455
1774377079.853705,651,630,1892,332,1.3351294431703005,0.0,0.5156313049019562
1774377079.878776,652,629,1819,325,1.3159627936516407,39.8864924493134,-0.7644904213046589
1774377079.9189398,651,631,1870,301,1.3064194056636287,-24.898070153568526,-0.23761194362824645
1774377079.9507651,651,632,1824,307,1.3005091359764307,0.0,-0.18570976356963909
1774377079.9866948,652,629,1867,430,1.4084517547293047,27.832143331121433,3.004274436666586
1774377080.0176919,652,630,1840,387,1.3690339824746096,0.0,-1.2716625503915573
1774377080.053484,650,633,1769,325,1.3022016536515424,-55.87823318212399,-1.8672362270398684
1774377080.0792801,651,629,1767,326,1.305681933580922,38.76543711932863,0.13491457276002652
1774377080.1206012,651,629,1761,349,1.3236990227701797,0.0,0.4360270104081076
1774377080.150787,651,632,1761,332,1.3068326031691921,0.0,-0.5587508881525052
1774377080.1863701,652,631,1762,327,1.3034773675168607,28.10329255055412,-0.09429316911351927
1774377080.217011,652,629,1761,340,1.315870901771741,0.0,0.40447762007657423
1774377080.2551801,651,631,1760,344,1.3175603878640683,-26.199171731431107,0.044263136270748196
1774377080.322034,651,629,1812,408,1.382693562831345,0.0,0.9742634271783629
1774377080.388061,651,632,1847,446,1.4165138340224934,0.0,0.5122175314984525
1774377080.4158568,651,630,1739,312,1.286437604759277,0.0,-4.679709468740358
1774377080.454102,651,629,1716,348,1.3128256618216456,0.0,0.689970409251934
1774377080.52174,652,631,1697,368,1.3242421529302157,14.784605948662996,0.16878832235662408
1774377080.588345,651,630,1679,373,1.3258176636680326,-15.013867311946507,0.023654509166128525
1774377080.61618,651,631,1668,377,1.3260490380276242,0.0,0.008312385667700147
1774377080.6546812,651,629,1661,376,1.3253517890220257,0.0,-0.018109769844927407
1774377080.721351,652,631,1648,381,1.3248729308362013,14.99931696187503,-0.0071825457089683626
1774377080.749367,652,630,1652,391,1.3361970974754966,0.0,0.40420224522469195
1774377080.785613,651,628,1661,373,1.323489379167381,-27.58920454919192,-0.3505958397561145
1774377080.816857,651,630,1664,388,1.3362970192186958,0.0,0.4099226681861476
1774377080.854943,651,630,1683,368,1.3221730328809045,0.0,-0.3708451797409826
1774377080.922076,651,630,1740,338,1.3088227423972303,0.0,-0.1988634570305588
1774377080.948813,651,630,1836,330,1.3228414819792058,0.0,0.5243203365670464
1774377080.987442,651,630,1880,334,1.3344513708593113,0.0,0.30054809451421427
1774377081.0145721,652,629,1891,358,1.355462697382387,36.85939257592801,0.7744647328550512
1774377081.056702,651,630,1675,572,1.514216156205751,-23.736193090178546,3.7682027523650796
1774377081.121382,651,630,1717,574,1.518311738841933,0.0,0.06332059889589071
1774377081.14884,651,630,1904,266,1.288075178548212,0.0,-8.385059312009469
1774377081.187707,651,629,1719,720,1.6557970126493595,0.0,9.461030300931046
1774377081.215873,651,631,1877,225,1.2510046337517386,0.0,-14.371638809008243
1774377081.255536,652,630,1766,492,1.4475463041741157,25.21236602768711,4.955280534382015
1774377081.3220139,652,632,1712,729,1.6620516039057258,0.0,3.2267219815997366
1774377081.348844,653,630,1894,266,1.285486692333404,37.2714379654149,-14.035115741619736
1774377081.387247,652,630,1905,269,1.2902845150725566,-26.039609123756783,0.12493342877260383
1774377081.417541,651,632,1765,599,1.5411820069128932,-33.00990067840897,8.282101286111436
1774377081.454598,651,630,1809,589,1.535405238131705,0.0,-0.15588905735139794
1774377081.4800372,651,630,1787,599,1.5435143651204284,0.0,0.31876423397667064
1774377081.516078,652,632,1791,599,1.5418316463699844,27.746345077596814,-0.04668929511836208
1774377081.549592,652,630,1781,195,1.2030290916696367,0.0,-10.109277434337027
1774377081.587747,652,630,1750,526,1.4763603944973525,0.0,7.163693819910142
1774377081.617602,652,631,1850,260,1.2704800680969621,0.0,-6.896005275013478
1774377081.655523,651,631,1907,319,1.3273169129195324,-26.37064607801222,1.498824319006901
1774377081.7226791,651,630,1763,629,1.5698970464617747,0.0,3.6121844281729576
1774377081.790449,652,630,1745,215,1.2079211646072752,14.75584262982547,-5.341259148437293
1774377081.861171,651,629,1805,264,1.2644613267104485,-14.139850992819337,0.7994694672487221
1774377081.9235609,586,632,1714,290,1.2764141384193546,-1041.83612170497,0.19158263068117598
1774377081.9523132,508,619,1558,663,1.6126765861298586,-2712.8239079239775,11.695138557513998
1774377081.983814,416,609,1448,668,1.6279047045430606,-2920.559232236384,0.4834198024050627
1774377082.019823,1897,370,1394,675,-2.1158805162637595,41128.523064495836,-103.96783038654418
1774377082.053965,1849,372,1305,481,-1.7685453684257424,-1405.8923199396656,10.173246183137012
1774377082.082456,1793,375,1262,474,-1.7551207356945957,-1965.5315815899583,0.47118820721991206
1774377082.120863,1767,388,1246,485,-1.7548692108303783,-676.9625923396859,0.006548958619942848
1774377082.150968,1766,391,1248,491,-1.761500536698973,-33.21694781024788,-0.2202724052898611
1774377082.1876411,1767,394,1249,502,-1.7763458942134762,27.267966037784916,-0.4048027045242459
1774377082.21929,1765,392,1300,335,-1.4488241712648755,-63.19340088138913,10.348605767827095
1774377082.2563999,1766,390,1254,501,-1.7842893354541627,26.94702216511404,-9.03978721503234
1774377082.325814,1766,394,1255,619,-1.9855654964556346,0.0,-2.8996421262094283
1774377082.391177,1766,392,1253,624,-1.995512900595543,0.0,-0.15218724274721387
1774377082.4646342,1766,391,1325,371,-1.5254759068668882,0.0,6.398783659126107
1774377082.5196722,1767,392,1247,515,-1.8030657332648439,18.169273021841402,-5.043605343910015
1774377082.550715,1767,392,1251,516,-1.8066344766659654,0.0,-0.11496198030996051
1774377082.586159,1766,391,1262,715,-2.1421338066285234,-28.213503023617175,-9.465611360320164
1774377082.617882,1766,391,1304,347,-1.4758446204521403,0.0,21.00333242196029
1774377082.655078,1766,393,1263,718,-2.144441417662381,0.0,-17.97500317878933
1774377082.680501,1765,391,1313,361,-1.5045218487668701,-39.33438367469427,25.17084184388099
1774377082.7208269,1766,392,1250,645,-2.0266619917202116,24.797970899674233,-12.948016070508706
1774377082.751742,1765,393,1257,717,-2.138543873905302,-32.346734327161116,-3.6190135190638673
